z color ID
0.896000 3.037000 090106.73-000124.6
0.896300 2.600000 142614.79+004159.4
0.898000 1.908000 090444.49+002909.8
0.899000 2.166000 223435.82+001302.8
0.899617 1.757000 021413.02-042930.1
0.900000 1.439000 020951.76-055744.2
0.901000 2.606000 223856.28-002523.9
0.902600 -0.763000 221245.86+001517.1
0.903000 2.455000 37.562557
0.904000 1.863000 020850.92-050508.0
0.904611 1.682000 021025.97-035541.0
0.905000 2.196000 022441.65-045001.5
0.907800 1.713000 221409.96+005227.0
0.908000 2.157000 115146.19+000206.8
0.909000 1.809000 142353.34-001629.1
0.910000 1.819000 090136.66+005856.2
0.911000 1.908000 022334.49-041102.7
0.912000 1.497000 161541.53+423823.5
0.915000 1.990000 022507.14-051021.1
0.920000 1.739000 022534.82-042401.6
0.920667 2.123000 020202.45-051722.7
0.921000 1.552000 022537.16-042132.9
0.922000 2.295000 022233.14-034508.7
0.923000 1.502000 020301.73-045108.6
0.924000 1.620000 224059.04+004129.6
0.925000 2.178000 162224.79+431409.2
0.930000 2.208000 142010.47+003420.0
0.932500 0.705000 223336.92+000440.8
0.933100 2.459000 115808.46-005552.6
0.935000 1.485000 020718.85-060321.3
0.936000 1.808000 38.235718
0.937700 1.581000 084725.41+010331.5
0.940000 2.268000 221213.76+013727.1
0.942000 1.101000 022106.54-050557.9
0.942000 2.273000 37.683904
0.942000 1.444000 223629.48-002341.0
0.943000 2.202000 022201.81-041329.2
0.944000 1.691000 084220.70+011310.3
0.949000 2.062000 084313.61+011634.5
0.950900 1.516000 224211.94+003333.8
0.956000 1.424000 022340.78-042255.6
0.960000 1.741000 221550.56+005122.9
0.960800 3.208000 223233.94+004132.3
0.963000 1.865000 020624.65-043525.0
0.964200 0.561000 222720.55-000159.2
0.965000 2.197000 223849.82-000557.9
0.966300 0.936000 143542.68-000541.8
0.967000 1.560000 022005.58-050928.8
0.968000 0.576000 021031.98-060515.2
0.968910 1.380000 020854.19-040850.8
0.969000 1.612000 223852.88+010248.2
0.969300 -0.144000 141921.03-003652.9
0.972000 2.751000 021336.36-044145.1
0.973300 2.309000 161756.77+423924.1
0.974800 2.468000 085516.28+013236.3
0.975000 1.544000 085109.25+003228.7
0.979000 -3.164000 120326.93+004849.1
0.979469 2.297000 020311.74-033735.0
0.981000 1.432000 022712.98-044636.4
0.982000 2.089000 085202.21+014336.3
0.982900 2.528000 085152.22+021715.2
0.983000 1.847000 37.781855
0.983300 1.965000 115852.86-004301.9
0.984000 2.217000 020854.45-050226.0
0.984000 1.804000 021809.24-035848.7
0.985000 1.844000 222047.74+000852.8
0.986000 2.355000 141735.94+523029.8
