ID filter hostmag
021329.89-052139.1 I 20.392000
021329.89-052139.1 G 22.068000
021329.89-052139.1 R 20.814000
021329.89-052139.1 Z 19.451000
021329.89-052139.1 Y 19.958000
120554.64+003858.0 I 22.139000
120554.64+003858.0 G 23.953000
120554.64+003858.0 R 22.961000
120554.64+003858.0 Z 21.651000
120554.64+003858.0 Y 21.651000
115403.28-005253.4 I 19.532000
115403.28-005253.4 G 25.397000
115403.28-005253.4 R 22.406000
115403.28-005253.4 Z 19.993000
115403.28-005253.4 Y 19.331000
142015.20+521636.7 I 22.545000
142015.20+521636.7 G 25.781000
142015.20+521636.7 R 23.539000
142015.20+521636.7 Z 21.780000
142015.20+521636.7 Y 22.072000
090433.45+012050.3 I 20.946000
090433.45+012050.3 G 22.444000
090433.45+012050.3 R 21.914000
090433.45+012050.3 Z 20.722000
090433.45+012050.3 Y 21.050000
163342.24+425946.4 I 27.346000
163342.24+425946.4 G 30.026000
163342.24+425946.4 R 26.629000
163342.24+425946.4 Z 24.234000
163342.24+425946.4 Y 23.920000
022850.40-061321.4 I 19.913000
022850.40-061321.4 G 25.651000
022850.40-061321.4 R 21.649000
022850.40-061321.4 Z 19.707000
022850.40-061321.4 Y 19.667000
021106.88-054655.0 I 20.452000
021106.88-054655.0 G 22.312000
021106.88-054655.0 R 21.412000
021106.88-054655.0 Z 20.111000
021106.88-054655.0 Y 19.837000
021756.83-035316.6 I 21.343000
021756.83-035316.6 G 25.089000
021756.83-035316.6 R 22.437000
021756.83-035316.6 Z 20.967000
021756.83-035316.6 Y 20.634000
161841.15+430440.6 I 21.896000
161841.15+430440.6 G 24.425000
161841.15+430440.6 R 23.157000
161841.15+430440.6 Z 21.512000
161841.15+430440.6 Y 21.320000
021113.92-055747.5 I 20.472000
021113.92-055747.5 G 22.702000
021113.92-055747.5 R 21.482000
021113.92-055747.5 Z 20.085000
021113.92-055747.5 Y 19.891000
141712.96+520957.5 I 20.781000
141712.96+520957.5 G 22.526000
141712.96+520957.5 R 21.476000
141712.96+520957.5 Z 20.464000
141712.96+520957.5 Y 20.382000
222941.56+005901.6 I 22.975000
222941.56+005901.6 G 24.659000
222941.56+005901.6 R 23.855000
222941.56+005901.6 Z 22.595000
222941.56+005901.6 Y 22.630000
142702.69-001344.9 I 27.825000
142702.69-001344.9 G 24.978000
142702.69-001344.9 R 24.931000
142702.69-001344.9 Z 22.477000
142702.69-001344.9 Y 20.040000
221751.96+010049.0 I 21.393000
221751.96+010049.0 G 23.752000
221751.96+010049.0 R 22.526000
221751.96+010049.0 Z 20.989000
221751.96+010049.0 Y 20.571000
221620.26-001632.3 I 21.823000
221620.26-001632.3 G 24.119000
221620.26-001632.3 R 22.913000
221620.26-001632.3 Z 20.806000
221620.26-001632.3 Y 21.051000
222926.59+000605.2 I 21.997000
222926.59+000605.2 G 23.889000
222926.59+000605.2 R 23.173000
222926.59+000605.2 Z 21.733000
222926.59+000605.2 Y 21.444000
222906.87+002635.1 I 21.239000
222906.87+002635.1 G 23.343000
222906.87+002635.1 R 22.364000
222906.87+002635.1 Z 20.697000
222906.87+002635.1 Y 20.580000
141858.80+523209.9 I 21.193000
141858.80+523209.9 G 24.076000
141858.80+523209.9 R 22.330000
141858.80+523209.9 Z 20.839000
141858.80+523209.9 Y 20.581000
020718.49-041629.9 I 22.944000
020718.49-041629.9 G 25.767000
020718.49-041629.9 R 24.167000
020718.49-041629.9 Z 22.499000
020718.49-041629.9 Y 22.442000
221146.16-003513.5 I 21.556000
221146.16-003513.5 G 33.853000
221146.16-003513.5 R 22.638000
221146.16-003513.5 Z 21.084000
221146.16-003513.5 Y 20.838000
221217.03-003151.7 I 21.533000
221217.03-003151.7 G 26.034000
221217.03-003151.7 R 22.618000
221217.03-003151.7 Z 21.005000
221217.03-003151.7 Y 20.826000
085047.60+012552.6 I 21.614000
085047.60+012552.6 G 23.940000
085047.60+012552.6 R 23.115000
085047.60+012552.6 Z 20.955000
085047.60+012552.6 Y 20.889000
022244.40-043347.0 I 18.987000
022244.40-043347.0 G 25.524000
022244.40-043347.0 R 21.612000
022244.40-043347.0 Z 20.627000
022244.40-043347.0 Y 24.528000
020845.97-053803.0 I 22.121000
020845.97-053803.0 G 27.453000
020845.97-053803.0 R 24.101000
020845.97-053803.0 Z 21.710000
020845.97-053803.0 Y 21.330000
161224.53+440349.2 I 21.396000
161224.53+440349.2 G 27.923000
161224.53+440349.2 R 22.514000
161224.53+440349.2 Z 20.919000
161224.53+440349.2 Y 20.605000
223538.53+002109.8 I 19.037000
223538.53+002109.8 G 20.989000
223538.53+002109.8 R 22.857000
223538.53+002109.8 Z 20.703000
223538.53+002109.8 Y 21.497000
021910.51-034334.4 I 21.024000
021910.51-034334.4 G 22.304000
021910.51-034334.4 R 22.350000
021910.51-034334.4 Z 20.468000
021910.51-034334.4 Y 20.385000
120713.70-005343.4 I 22.010000
120713.70-005343.4 G 25.134000
120713.70-005343.4 R 23.951000
120713.70-005343.4 Z 21.482000
120713.70-005343.4 Y 20.596000
020723.77-044011.5 I 22.169000
020723.77-044011.5 G 24.903000
020723.77-044011.5 R 23.135000
020723.77-044011.5 Z 21.813000
020723.77-044011.5 Y 21.775000
222615.67+004709.1 I 21.263000
222615.67+004709.1 G 25.126000
222615.67+004709.1 R 22.593000
222615.67+004709.1 Z 20.826000
222615.67+004709.1 Y 20.506000
021317.42-055415.4 I 20.650000
021317.42-055415.4 G 22.810000
021317.42-055415.4 R 20.822000
021317.42-055415.4 Z 20.329000
021317.42-055415.4 Y 20.129000
141426.86+520037.4 I 21.753000
141426.86+520037.4 G 23.106000
141426.86+520037.4 R 22.530000
141426.86+520037.4 Z 21.526000
141426.86+520037.4 Y 21.368000
020625.17-044032.6 I 22.197000
020625.17-044032.6 G 25.592000
020625.17-044032.6 R 23.682000
020625.17-044032.6 Z 21.775000
020625.17-044032.6 Y 21.587000
021322.56-054100.3 I 18.141000
021322.56-054100.3 G 27.024000
021322.56-054100.3 R 34.480000
021322.56-054100.3 Z 20.190000
021322.56-054100.3 Y 22.536000
022011.63-044020.3 I 20.726000
022011.63-044020.3 G 22.257000
022011.63-044020.3 R 21.385000
022011.63-044020.3 Z 20.378000
022011.63-044020.3 Y 20.172000
021946.18-050041.2 I 21.318000
021946.18-050041.2 G 23.342000
021946.18-050041.2 R 22.302000
021946.18-050041.2 Z 20.865000
021946.18-050041.2 Y 20.640000
022003.08-035247.3 I 20.842000
022003.08-035247.3 G 23.671000
022003.08-035247.3 R 22.159000
022003.08-035247.3 Z 20.513000
022003.08-035247.3 Y 20.151000
085425.77+021406.4 I 26.814000
085425.77+021406.4 G 32.895000
085425.77+021406.4 R 22.733000
085425.77+021406.4 Z 24.528000
085425.77+021406.4 Y 22.768000
085103.39+005355.1 I 21.643000
085103.39+005355.1 G 23.453000
085103.39+005355.1 R 22.585000
085103.39+005355.1 Z 21.201000
085103.39+005355.1 Y 20.956000
223714.84+002559.9 I 22.229000
223714.84+002559.9 G 25.014000
223714.84+002559.9 R 23.484000
223714.84+002559.9 Z 21.797000
223714.84+002559.9 Y 21.369000
084956.36+005903.7 I 21.951000
084956.36+005903.7 G 23.245000
084956.36+005903.7 R 22.927000
084956.36+005903.7 Z 21.493000
084956.36+005903.7 Y 21.266000
085836.03+015044.4 I 22.206000
085836.03+015044.4 G 25.059000
085836.03+015044.4 R 23.540000
085836.03+015044.4 Z 21.790000
085836.03+015044.4 Y 21.591000
222618.88+002138.8 I 20.287000
222618.88+002138.8 G 21.873000
222618.88+002138.8 R 21.076000
222618.88+002138.8 Z 19.926000
222618.88+002138.8 Y 19.800000
021439.52-034722.4 I 20.622000
021439.52-034722.4 G 24.157000
021439.52-034722.4 R 21.717000
021439.52-034722.4 Z 20.594000
021439.52-034722.4 Y 20.586000
37.341334 I 23.077000
37.341334 G 26.779000
37.341334 R 24.416000
37.341334 Z 22.566000
37.341334 Y 22.400000
223614.77-001241.9 I 18.677000
223614.77-001241.9 G 19.672000
223614.77-001241.9 R 19.769000
223614.77-001241.9 Z 22.351000
223614.77-001241.9 Y 21.236000
021016.88-054328.3 I 20.685000
021016.88-054328.3 G 22.102000
021016.88-054328.3 R 21.488000
021016.88-054328.3 Z 20.301000
021016.88-054328.3 Y 20.132000
090240.51+020743.8 I 20.901000
090240.51+020743.8 G 22.251000
090240.51+020743.8 R 21.633000
090240.51+020743.8 Z 20.521000
090240.51+020743.8 Y 20.549000
38.573048 I 21.751000
38.573048 G 23.971000
38.573048 R 22.834000
38.573048 Z 21.345000
38.573048 Y 21.172000
021928.90-040700.1 I 20.119000
021928.90-040700.1 G 21.621000
021928.90-040700.1 R 20.921000
021928.90-040700.1 Z 19.803000
021928.90-040700.1 Y 19.637000
090112.04+011549.5 I 17.863000
090112.04+011549.5 G 20.701000
090112.04+011549.5 R 19.051000
090112.04+011549.5 Z 19.126000
090112.04+011549.5 Y 22.045000
021120.38-054546.9 I 21.435000
021120.38-054546.9 G 22.993000
021120.38-054546.9 R 22.262000
021120.38-054546.9 Z 21.099000
021120.38-054546.9 Y 20.889000
223410.50+004210.0 I 21.504000
223410.50+004210.0 G 21.813000
223410.50+004210.0 R 24.311000
223410.50+004210.0 Z 21.862000
223410.50+004210.0 Y 21.120000
021743.03-043624.9 I 19.663000
021743.03-043624.9 G 30.444000
021743.03-043624.9 R 21.239000
021743.03-043624.9 Z 19.410000
021743.03-043624.9 Y 19.392000
37.854789000000004 I 21.777000
37.854789000000004 G 24.240000
37.854789000000004 R 22.829000
37.854789000000004 Z 21.151000
37.854789000000004 Y 20.882000
223606.68+000704.4 I 21.203000
223606.68+000704.4 G 23.360000
223606.68+000704.4 R 22.526000
223606.68+000704.4 Z 20.758000
223606.68+000704.4 Y 20.402000
022842.20-053527.3 I 21.289000
022842.20-053527.3 G 24.610000
022842.20-053527.3 R 22.923000
022842.20-053527.3 Z 21.114000
022842.20-053527.3 Y 20.929000
021705.52-042253.5 I 20.429000
021705.52-042253.5 G 22.801000
021705.52-042253.5 R 21.392000
021705.52-042253.5 Z 19.851000
021705.52-042253.5 Y 19.945000
38.195097 I 20.154000
38.195097 G 22.113000
38.195097 R 21.139000
38.195097 Z 19.699000
38.195097 Y 19.489000
220704.52+011032.1 I 22.547000
220704.52+011032.1 G 24.115000
220704.52+011032.1 R 24.538000
220704.52+011032.1 Z 21.941000
220704.52+011032.1 Y 21.454000
224312.11+010933.6 I 22.278000
224312.11+010933.6 G 26.821000
224312.11+010933.6 R 23.692000
224312.11+010933.6 Z 21.741000
224312.11+010933.6 Y 21.850000
090420.88+013038.0 I 17.290000
090420.88+013038.0 G 16.862000
090420.88+013038.0 R 17.176000
090420.88+013038.0 Z 17.033000
090420.88+013038.0 Y 18.760000
085637.86+011901.9 I 22.141000
085637.86+011901.9 G 27.010000
085637.86+011901.9 R 24.724000
085637.86+011901.9 Z 21.699000
085637.86+011901.9 Y 22.503000
020517.38-051024.0 I 21.808000
020517.38-051024.0 G 24.750000
020517.38-051024.0 R 23.628000
020517.38-051024.0 Z 21.294000
020517.38-051024.0 Y 20.950000
115817.24-003430.7 I 21.664000
115817.24-003430.7 G 24.035000
115817.24-003430.7 R 22.767000
115817.24-003430.7 Z 21.267000
115817.24-003430.7 Y 21.047000
090337.69+004114.6 I 21.650000
090337.69+004114.6 G 23.678000
090337.69+004114.6 R 23.043000
090337.69+004114.6 Z 20.981000
090337.69+004114.6 Y 20.714000
084908.95+002902.3 I 21.063000
084908.95+002902.3 G 28.577000
084908.95+002902.3 R 21.818000
084908.95+002902.3 Z 20.048000
084908.95+002902.3 Y 19.973000
222324.63-000944.6 I 21.692000
222324.63-000944.6 G 23.918000
222324.63-000944.6 R 22.938000
222324.63-000944.6 Z 21.145000
222324.63-000944.6 Y 21.032000
115946.48+003721.2 I 21.557000
115946.48+003721.2 G 25.910000
115946.48+003721.2 R 23.889000
115946.48+003721.2 Z 21.202000
115946.48+003721.2 Y 20.831000
090604.03+011114.1 I 21.323000
090604.03+011114.1 G 25.051000
090604.03+011114.1 R 22.464000
090604.03+011114.1 Z 20.688000
090604.03+011114.1 Y 20.475000
120419.01-005441.0 I 25.460000
120419.01-005441.0 G 33.600000
120419.01-005441.0 R 32.687000
120419.01-005441.0 Z 24.587000
120419.01-005441.0 Y 24.994000
022241.10-044550.4 I 20.971000
022241.10-044550.4 G 22.926000
022241.10-044550.4 R 21.956000
022241.10-044550.4 Z 20.481000
022241.10-044550.4 Y 20.280000
120406.80-000125.2 I 21.436000
120406.80-000125.2 G 23.964000
120406.80-000125.2 R 22.775000
120406.80-000125.2 Z 20.928000
120406.80-000125.2 Y 20.726000
223035.55+004757.1 I 21.841000
223035.55+004757.1 G 24.248000
223035.55+004757.1 R 23.022000
223035.55+004757.1 Z 21.431000
223035.55+004757.1 Y 21.125000
090602.43+012725.3 I 23.502000
090602.43+012725.3 G 24.558000
090602.43+012725.3 R 22.973000
090602.43+012725.3 Z 20.691000
090602.43+012725.3 Y 20.474000
161323.08+435150.7 I 21.914000
161323.08+435150.7 G 24.388000
161323.08+435150.7 R 23.217000
161323.08+435150.7 Z 21.554000
161323.08+435150.7 Y 21.241000
141808.03+520023.2 I 20.983000
141808.03+520023.2 G 26.486000
141808.03+520023.2 R 22.658000
141808.03+520023.2 Z 20.458000
141808.03+520023.2 Y 20.197000
084258.42+014349.2 I 23.864000
084258.42+014349.2 G 26.094000
084258.42+014349.2 R 23.701000
084258.42+014349.2 Z 22.909000
084258.42+014349.2 Y 24.242000
223315.84+010709.0 I 18.802000
223315.84+010709.0 G 20.333000
223315.84+010709.0 R 18.935000
223315.84+010709.0 Z 18.665000
223315.84+010709.0 Y 18.745000
021214.11-053658.1 I 18.694000
021214.11-053658.1 G 18.869000
021214.11-053658.1 R 23.279000
021214.11-053658.1 Z 18.548000
021214.11-053658.1 Y 18.663000
085640.38+015116.9 I 19.568000
085640.38+015116.9 G 19.518000
085640.38+015116.9 R 19.696000
085640.38+015116.9 Z 19.471000
085640.38+015116.9 Y 17.939000
142913.71-004416.9 I 18.810000
142913.71-004416.9 G 28.234000
142913.71-004416.9 R 18.796000
142913.71-004416.9 Z 26.401000
142913.71-004416.9 Y 20.019000
090021.49+005734.9 I 21.989000
090021.49+005734.9 G 23.677000
090021.49+005734.9 R 22.901000
090021.49+005734.9 Z 21.190000
090021.49+005734.9 Y 21.165000
221329.27-001321.5 I 21.723000
221329.27-001321.5 G 25.164000
221329.27-001321.5 R 22.929000
221329.27-001321.5 Z 21.612000
221329.27-001321.5 Y 20.801000
022100.43-045717.8 I 22.076000
022100.43-045717.8 G 24.267000
022100.43-045717.8 R 23.299000
022100.43-045717.8 Z 21.793000
022100.43-045717.8 Y 21.607000
022024.49-040017.2 I 22.394000
022024.49-040017.2 G 30.070000
022024.49-040017.2 R 24.538000
022024.49-040017.2 Z 21.939000
022024.49-040017.2 Y 22.015000
020700.73-044705.9 I 23.098000
020700.73-044705.9 G 31.136000
020700.73-044705.9 R 31.952000
020700.73-044705.9 Z 22.631000
020700.73-044705.9 Y 22.294000
022535.84-052646.9 I 20.682000
022535.84-052646.9 G 22.953000
022535.84-052646.9 R 21.687000
022535.84-052646.9 Z 19.997000
022535.84-052646.9 Y 20.032000
142010.81-000656.7 I 22.197000
142010.81-000656.7 G 24.743000
142010.81-000656.7 R 23.502000
142010.81-000656.7 Z 21.751000
142010.81-000656.7 Y 21.508000
085345.03-000959.6 I 19.054000
085345.03-000959.6 G 19.178000
085345.03-000959.6 R 19.077000
085345.03-000959.6 Z 18.850000
085345.03-000959.6 Y 18.972000
022219.91-051508.0 I 20.949000
022219.91-051508.0 G 22.650000
022219.91-051508.0 R 21.856000
022219.91-051508.0 Z 20.574000
022219.91-051508.0 Y 20.406000
224115.48+005742.1 I 21.716000
224115.48+005742.1 G 23.495000
224115.48+005742.1 R 22.757000
224115.48+005742.1 Z 21.238000
224115.48+005742.1 Y 20.823000
221952.07+000054.1 I 21.954000
221952.07+000054.1 G 26.456000
221952.07+000054.1 R 25.137000
221952.07+000054.1 Z 21.177000
221952.07+000054.1 Y 20.974000
021410.25-033134.5 I 21.607000
021410.25-033134.5 G 29.176000
021410.25-033134.5 R 25.143000
021410.25-033134.5 Z 21.036000
021410.25-033134.5 Y 20.876000
141531.31+522407.8 I 0
141531.31+522407.8 G 0
141531.31+522407.8 R 0
141531.31+522407.8 Z 0
141531.31+522407.8 Y 0
141830.20+522212.4 I 21.718000
141830.20+522212.4 G 23.639000
141830.20+522212.4 R 22.924000
141830.20+522212.4 Z 21.238000
141830.20+522212.4 Y 21.084000
161459.08+432504.8 I 21.170000
161459.08+432504.8 G 21.286000
161459.08+432504.8 R 22.514000
161459.08+432504.8 Z 23.181000
161459.08+432504.8 Y 27.003000
022032.41-040332.2 I 29.125000
022032.41-040332.2 G 30.806000
022032.41-040332.2 R 33.570000
022032.41-040332.2 Z 25.133000
022032.41-040332.2 Y 20.906000
115653.71-003711.6 I 22.875000
115653.71-003711.6 G 26.201000
115653.71-003711.6 R 29.701000
115653.71-003711.6 Z 22.180000
115653.71-003711.6 Y 22.120000
115253.68+000131.9 I 19.067000
115253.68+000131.9 G 19.776000
115253.68+000131.9 R 19.003000
115253.68+000131.9 Z 18.842000
115253.68+000131.9 Y 21.252000
020607.44-041323.5 I 20.133000
020607.44-041323.5 G 21.936000
020607.44-041323.5 R 21.097000
020607.44-041323.5 Z 19.736000
020607.44-041323.5 Y 19.534000
020804.83-042327.1 I 22.362000
020804.83-042327.1 G 27.500000
020804.83-042327.1 R 32.614000
020804.83-042327.1 Z 21.831000
020804.83-042327.1 Y 21.635000
220818.81+014815.9 I 21.767000
220818.81+014815.9 G 24.227000
220818.81+014815.9 R 23.157000
220818.81+014815.9 Z 21.222000
220818.81+014815.9 Y 20.975000
020436.54-042831.8 I 20.967000
020436.54-042831.8 G 22.794000
020436.54-042831.8 R 21.330000
020436.54-042831.8 Z 19.847000
020436.54-042831.8 Y 20.181000
090325.41+015906.4 I 22.578000
090325.41+015906.4 G 27.166000
090325.41+015906.4 R 23.661000
090325.41+015906.4 Z 21.887000
090325.41+015906.4 Y 21.608000
022047.30-042619.0 I 21.247000
022047.30-042619.0 G 23.138000
022047.30-042619.0 R 22.229000
022047.30-042619.0 Z 20.861000
022047.30-042619.0 Y 20.633000
223847.84+001053.2 I 23.152000
223847.84+001053.2 G 23.905000
223847.84+001053.2 R 24.481000
223847.84+001053.2 Z 22.320000
223847.84+001053.2 Y 22.123000
021628.45-040147.0 I 29.637000
021628.45-040147.0 G 30.671000
021628.45-040147.0 R 29.806000
021628.45-040147.0 Z 27.019000
021628.45-040147.0 Y 29.478000
222650.93-002716.7 I 0 
222650.93-002716.7 G 0 
222650.93-002716.7 R 0 
222650.93-002716.7 Z 0 
222650.93-002716.7 Y 0 
222514.20-001619.5 I 22.768000
222514.20-001619.5 G 33.333000
222514.20-001619.5 R 25.015000
222514.20-001619.5 Z 21.401000
222514.20-001619.5 Y 30.658000
084829.60+010356.6 I 21.841000
084829.60+010356.6 G 23.621000
084829.60+010356.6 R 22.813000
084829.60+010356.6 Z 21.352000
084829.60+010356.6 Y 21.266000
084838.96+021035.4 I 22.451000
084838.96+021035.4 G 31.901000
084838.96+021035.4 R 23.652000
084838.96+021035.4 Z 21.913000
084838.96+021035.4 Y 21.948000
37.624131 I 21.405000
37.624131 G 22.770000
37.624131 R 22.226000
37.624131 Z 20.624000
37.624131 Y 20.756000
223221.14-000617.0 I 22.706000
223221.14-000617.0 G 24.168000
223221.14-000617.0 R 23.559000
223221.14-000617.0 Z 21.950000
223221.14-000617.0 Y 22.050000
020902.08-045615.7 I 21.659000
020902.08-045615.7 G 23.958000
020902.08-045615.7 R 22.688000
020902.08-045615.7 Z 21.109000
020902.08-045615.7 Y 20.861000
223154.14+004747.5 I 22.667000
223154.14+004747.5 G 22.982000
223154.14+004747.5 R 23.242000
223154.14+004747.5 Z 21.617000
223154.14+004747.5 Y 21.629000
224228.08+013909.2 I 18.664000
224228.08+013909.2 G 20.835000
224228.08+013909.2 R 31.551000
224228.08+013909.2 Z 18.480000
224228.08+013909.2 Y 26.561000
022317.43-044032.8 I 20.635000
022317.43-044032.8 G 21.887000
022317.43-044032.8 R 20.944000
022317.43-044032.8 Z 20.127000
022317.43-044032.8 Y 20.159000
022902.02-033425.8 I 23.313000
022902.02-033425.8 G 25.398000
022902.02-033425.8 R 24.171000
022902.02-033425.8 Z 22.612000
022902.02-033425.8 Y 22.142000
222726.27-002855.8 I 18.745000
222726.27-002855.8 G 30.125000
222726.27-002855.8 R 33.282000
222726.27-002855.8 Z 30.920000
222726.27-002855.8 Y 22.753000
020634.59-060242.0 I 20.835000
020634.59-060242.0 G 23.453000
020634.59-060242.0 R 22.060000
020634.59-060242.0 Z 20.238000
020634.59-060242.0 Y 20.066000
222036.65-001525.4 I 21.844000
222036.65-001525.4 G 31.596000
222036.65-001525.4 R 23.034000
222036.65-001525.4 Z 22.179000
222036.65-001525.4 Y 21.470000
142334.85-005849.2 I 23.912000
142334.85-005849.2 G 34.145000
142334.85-005849.2 R 25.885000
142334.85-005849.2 Z 22.586000
142334.85-005849.2 Y 23.216000
223932.95+010729.5 I 22.156000
223932.95+010729.5 G 24.362000
223932.95+010729.5 R 23.117000
223932.95+010729.5 Z 21.593000
223932.95+010729.5 Y 21.356000
084331.27+014542.1 I 23.069000
084331.27+014542.1 G 33.617000
084331.27+014542.1 R 25.765000
084331.27+014542.1 Z 22.673000
084331.27+014542.1 Y 22.546000
222920.41-002939.1 I 22.326000
222920.41-002939.1 G 24.955000
222920.41-002939.1 R 23.563000
222920.41-002939.1 Z 21.566000
222920.41-002939.1 Y 21.204000
222332.60+002109.6 I 20.721000
222332.60+002109.6 G 23.248000
222332.60+002109.6 R 22.073000
222332.60+002109.6 Z 20.371000
222332.60+002109.6 Y 20.049000
222043.69+005900.9 I 20.905000
222043.69+005900.9 G 25.313000
222043.69+005900.9 R 22.332000
222043.69+005900.9 Z 20.101000
222043.69+005900.9 Y 20.249000
020452.84-033711.5 I 21.476000
020452.84-033711.5 G 24.592000
020452.84-033711.5 R 22.849000
020452.84-033711.5 Z 21.078000
020452.84-033711.5 Y 20.780000
022110.22-045525.5 I 21.091000
022110.22-045525.5 G 26.200000
022110.22-045525.5 R 22.387000
022110.22-045525.5 Z 20.596000
022110.22-045525.5 Y 20.564000
021639.71-053147.7 I 0 
021639.71-053147.7 G 0 
021639.71-053147.7 R 0 
021639.71-053147.7 Z 0 
021639.71-053147.7 Y 0 
143216.87-005558.6 I 0 
143216.87-005558.6 G 0 
143216.87-005558.6 R 0 
143216.87-005558.6 Z 0 
143216.87-005558.6 Y 0 
020913.99-044903.9 I 20.957000
020913.99-044903.9 G 22.578000
020913.99-044903.9 R 21.741000
020913.99-044903.9 Z 20.551000
020913.99-044903.9 Y 20.545000
36.474154 I 21.081000
36.474154 G 23.787000
36.474154 R 22.357000
36.474154 Z 20.623000
36.474154 Y 20.463000
142148.50+011107.6 I 19.259000
142148.50+011107.6 G 27.718000
142148.50+011107.6 R 22.321000
142148.50+011107.6 Z 18.993000
142148.50+011107.6 Y 19.101000
022140.59-053503.4 I 22.295000
022140.59-053503.4 G 26.101000
022140.59-053503.4 R 23.656000
022140.59-053503.4 Z 21.677000
022140.59-053503.4 Y 21.344000
224002.55+012734.9 I 21.398000
224002.55+012734.9 G 25.288000
224002.55+012734.9 R 22.872000
224002.55+012734.9 Z 20.579000
224002.55+012734.9 Y 20.373000
143454.46-002153.2 I 30.729000
143454.46-002153.2 G 27.737000
143454.46-002153.2 R 28.152000
143454.46-002153.2 Z 24.279000
143454.46-002153.2 Y 32.019000
142710.37+000938.2 I 23.473000
142710.37+000938.2 G 25.696000
142710.37+000938.2 R 23.988000
142710.37+000938.2 Z 22.675000
142710.37+000938.2 Y 23.840000
021324.32-053518.0 I 21.468000
021324.32-053518.0 G 23.960000
021324.32-053518.0 R 22.618000
021324.32-053518.0 Z 20.970000
021324.32-053518.0 Y 20.896000
090544.29+015006.2 I 18.887000
090544.29+015006.2 G 18.957000
090544.29+015006.2 R 18.857000
090544.29+015006.2 Z 22.728000
090544.29+015006.2 Y 18.595000
020246.57-050927.6 I 20.376000
020246.57-050927.6 G 23.507000
020246.57-050927.6 R 20.809000
020246.57-050927.6 Z 20.071000
020246.57-050927.6 Y 20.184000
221756.92+010119.4 I 21.729000
221756.92+010119.4 G 22.945000
221756.92+010119.4 R 22.935000
221756.92+010119.4 Z 19.958000
221756.92+010119.4 Y 21.624000
090337.48+004742.1 I 23.054000
090337.48+004742.1 G 32.885000
090337.48+004742.1 R 24.729000
090337.48+004742.1 Z 22.595000
090337.48+004742.1 Y 22.121000
022540.81-033521.4 I 22.341000
022540.81-033521.4 G 22.683000
022540.81-033521.4 R 22.641000
022540.81-033521.4 Z 21.366000
022540.81-033521.4 Y 20.820000
224019.88+001632.6 I 25.022000
224019.88+001632.6 G 31.681000
224019.88+001632.6 R 31.075000
224019.88+001632.6 Z 22.656000
224019.88+001632.6 Y 22.185000
084238.86+015252.2 I 21.969000
084238.86+015252.2 G 25.540000
084238.86+015252.2 R 23.513000
084238.86+015252.2 Z 21.217000
084238.86+015252.2 Y 20.989000
022202.31-044845.4 I 21.197000
022202.31-044845.4 G 32.653000
022202.31-044845.4 R 24.618000
022202.31-044845.4 Z 22.076000
022202.31-044845.4 Y 21.591000
222024.32-001024.8 I 22.316000
222024.32-001024.8 G 28.076000
222024.32-001024.8 R 23.400000
222024.32-001024.8 Z 21.354000
222024.32-001024.8 Y 21.082000
220651.81+000926.4 I 22.916000
220651.81+000926.4 G 24.636000
220651.81+000926.4 R 26.743000
220651.81+000926.4 Z 23.634000
220651.81+000926.4 Y 22.636000
223934.84+011006.1 I 23.193000
223934.84+011006.1 G 28.845000
223934.84+011006.1 R 31.978000
223934.84+011006.1 Z 22.713000
223934.84+011006.1 Y 21.658000
223837.87+004905.6 I 22.770000
223837.87+004905.6 G 23.113000
223837.87+004905.6 R 32.638000
223837.87+004905.6 Z 22.140000
223837.87+004905.6 Y 21.736000
224119.03+013654.7 I 23.053000
224119.03+013654.7 G 25.667000
224119.03+013654.7 R 23.611000
224119.03+013654.7 Z 22.276000
224119.03+013654.7 Y 21.920000
020403.90-042205.9 I 21.222000
020403.90-042205.9 G 33.265000
020403.90-042205.9 R 34.400000
020403.90-042205.9 Z 21.062000
020403.90-042205.9 Y 20.577000
162703.86+422125.1 I 0 
162703.86+422125.1 G 0 
162703.86+422125.1 R 0 
162703.86+422125.1 Z 0 
162703.86+422125.1 Y 0 
084428.51+014818.7 I 21.344000
084428.51+014818.7 G 24.167000
084428.51+014818.7 R 22.333000
084428.51+014818.7 Z 20.600000
084428.51+014818.7 Y 20.406000
022509.79-051246.5 I 22.409000
022509.79-051246.5 G 25.215000
022509.79-051246.5 R 28.132000
022509.79-051246.5 Z 21.948000
022509.79-051246.5 Y 22.174000
161846.23+423921.1 I 22.112000
161846.23+423921.1 G 24.011000
161846.23+423921.1 R 23.523000
161846.23+423921.1 Z 21.574000
161846.23+423921.1 Y 21.678000
223705.14+011345.1 I 24.097000
223705.14+011345.1 G 28.223000
223705.14+011345.1 R 18.303000
223705.14+011345.1 Z 26.564000
223705.14+011345.1 Y 31.765000
162639.84+424815.7 I 23.648000
162639.84+424815.7 G 28.517000
162639.84+424815.7 R 24.607000
162639.84+424815.7 Z 22.583000
162639.84+424815.7 Y 22.561000
084537.83+021806.4 I 22.351000
084537.83+021806.4 G 23.594000
084537.83+021806.4 R 23.353000
084537.83+021806.4 Z 22.030000
084537.83+021806.4 Y 21.578000
223621.08-003051.7 I 19.112000
223621.08-003051.7 G 20.343000
223621.08-003051.7 R 19.530000
223621.08-003051.7 Z 22.212000
223621.08-003051.7 Y 22.388000
